is_read,text,object_id,title,object_type,url,html_text,image,sound,data,type,badge,user_id,time,web_url,read,date,objects,badge_name
true,You have just unlocked the Quick Watcher badge!,389597-quick-watcher-10-bd,,badge,tvst://user/75184478/badges?badge_id=389597-quick-watcher-10-bd,You have just unlocked the Quick Watcher badge!,https://d1qhxojdkstxv7.cloudfront.net/389597/62976342/new/fast-watcher-2.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Quick Watcher badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=389597-quick-watcher-10-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1710654523911,,,,,
true,,,,,tvst://user/75184478/badges?badge_id=voted-character,,https://d1qhxojdkstxv7.cloudfront.net/first-xp/jury.png,,You have just unlocked the Jury badge!,badge-unlocked,,75184478,1710781472711,,false,2024-03-18T17:04:32+00:00,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/first-xp\/jury-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/first-xp\/jury-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/first-xp\/jury-hd.png""}}]",Jury
true,You have just unlocked the Quick Watcher badge!,305074-quick-watcher-3-bd,,badge,tvst://user/75184478/badges?badge_id=305074-quick-watcher-3-bd,You have just unlocked the Quick Watcher badge!,https://d1qhxojdkstxv7.cloudfront.net/305074/1139865/new/fast-watcher-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Quick Watcher badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=305074-quick-watcher-3-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1720006330226,,,,,
true,You have just unlocked the Supporter badge!,gave-comment-like,,badge,tvst://user/75184478/badges?badge_id=gave-comment-like,You have just unlocked the Supporter badge!,https://d1qhxojdkstxv7.cloudfront.net/first-xp/supporter.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Supporter badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=gave-comment-like"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1726334249665,,,,,
true,You have just unlocked the Marathoner badge!,334824-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=334824-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/334824/62360670/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=334824-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1728731523337,,,,,
true,You have just unlocked the Marathoner badge!,352408-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=352408-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/352408/62692421/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=352408-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1729185327521,,,,,
true,You have just unlocked the Marathoner badge!,289882-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=289882-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/289882/1051045/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=289882-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1731645204364,,,,,
true,You have just unlocked the Marathoner badge!,78804-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=78804-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/78804/1105324/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=78804-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1736678172871,,,,,
true,You have just unlocked the Quick Watcher badge!,355774-quick-watcher-3-bd,,badge,tvst://user/75184478/badges?badge_id=355774-quick-watcher-3-bd,You have just unlocked the Quick Watcher badge!,https://d1qhxojdkstxv7.cloudfront.net/355774/62597874/new/fast-watcher-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Quick Watcher badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=355774-quick-watcher-3-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1737090195984,,,,,
true,You have just unlocked the Quick Watcher badge!,421855-quick-watcher-5-bd,,badge,tvst://user/75184478/badges?badge_id=421855-quick-watcher-5-bd,You have just unlocked the Quick Watcher badge!,https://d1qhxojdkstxv7.cloudfront.net/421855/0/new/fast-watcher-1.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Quick Watcher badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=421855-quick-watcher-5-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1737981714161,,,,,
false,uchiha_Mahesh followed you back on TV Time,75187567,,user,tvst://profile/75187567,<a href='tvst://profile/75187567'>uchiha_Mahesh</a> followed you back on TV Time,https://d1zfszn0v5ya99.cloudfront.net/user/75187567/profile_picture/65857f8555b2a_large.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-user-follow"",""loc-key"":""uchiha_Mahesh followed you back on TV Time"",""notification_id"":""user-followed-back"",""url"":""tvst://profile/75187567"",""web_url"":""https://www.tvtime.com/profile/75187567""}",user-followed-back,1,75184478,1780996213202,,,,,
